benchmark,n_agents,steps,topology,n_edges,k_colors,return,final_conflicts,final_conflict_frac,final_disagreement,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,task,task_name,family,value,seed,episode
dcop_dsa,24,40,ring_plus,41,4,-5.0,5.0,0.12195121951219512,5.0,0.0,0.9259908536585366,0.0,0.0,3280.0,971.0,0.29603658536585364,0.7039634146341464,124288.0,128.0,0.0,971.0,0.0,0.0,2309.0,0.0,0.0,0.0,dsa,0.9605022541718842,0.3712230050563998,0.7,2.875,0.025,,0.0,0.6798047431008131,dcop_dsa,dcop_dsa,msg_drop,0.7,8,0
dcop_dsa,24,40,ring_plus,50,4,-11.0,11.0,0.22,11.0,0.0,0.9266875,0.0,0.0,4000.0,1173.0,0.29325,0.70675,150144.0,128.0,0.0,1173.0,0.0,0.0,2827.0,0.0,0.0,0.0,dsa,0.9884460527283505,0.13753525620949125,0.575,8.0,0.0,,0.0,0.9519929129079138,dcop_dsa,dcop_dsa,msg_drop,0.7,9,0
dcop_dsa,24,40,ring_plus,36,4,-13.0,13.0,0.3611111111111111,13.0,0.0,1.0,0.0,0.0,2880.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,dsa,1.0,0.0,1.0,13.0,0.0,,0.0,0.5162054954881106,dcop_dsa,dcop_dsa,msg_drop,1.0,0,0
dcop_dsa,24,40,ring_plus,51,4,-9.0,9.0,0.17647058823529413,9.0,0.0,1.0,0.0,0.0,4080.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.0,0.0,0.0,0.0,dsa,1.0,0.0,1.0,9.0,0.0,,0.0,0.6661370859762062,dcop_dsa,dcop_dsa,msg_drop,1.0,1,0
dcop_dsa,24,40,ring_plus,46,4,-12.0,12.0,0.2608695652173913,12.0,0.0,1.0,0.0,0.0,3680.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,0.0,0.0,0.0,dsa,1.0,0.0,1.0,12.0,0.0,,0.0,0.5767138582645176,dcop_dsa,dcop_dsa,msg_drop,1.0,2,0
dcop_dsa,24,40,ring_plus,41,4,-11.0,11.0,0.2682926829268293,11.0,0.0,1.0,0.0,0.0,3280.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3280.0,0.0,0.0,0.0,dsa,1.0,0.0,1.0,11.0,0.0,,0.0,0.7280978425891074,dcop_dsa,dcop_dsa,msg_drop,1.0,3,0
dcop_dsa,24,40,ring_plus,45,4,-14.0,14.0,0.3111111111111111,14.0,0.0,1.0,0.0,0.0,3600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,dsa,1.0,0.0,1.0,14.0,0.0,,0.0,0.5276394113913421,dcop_dsa,dcop_dsa,msg_drop,1.0,4,0
dcop_dsa,24,40,ring_plus,46,4,-9.0,9.0,0.1956521739130435,9.0,0.0,1.0,0.0,0.0,3680.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,0.0,0.0,0.0,dsa,1.0,0.0,1.0,9.0,0.0,,0.0,0.6625865705641144,dcop_dsa,dcop_dsa,msg_drop,1.0,5,0
dcop_dsa,24,40,ring_plus,36,4,-10.0,10.0,0.2777777777777778,10.0,0.0,1.0,0.0,0.0,2880.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,dsa,1.0,0.0,1.0,10.0,0.0,,0.0,0.37292756063084187,dcop_dsa,dcop_dsa,msg_drop,1.0,6,0
dcop_dsa,24,40,ring_plus,46,4,-14.0,14.0,0.30434782608695654,14.0,0.0,1.0,0.0,0.0,3680.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,0.0,0.0,0.0,dsa,1.0,0.0,1.0,14.0,0.0,,0.0,0.3541200301325499,dcop_dsa,dcop_dsa,msg_drop,1.0,7,0
